epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
180,670.552,0.55748,0.42342,0.88836,0.97775,0.98962,0.99405,0.91975,0.4299,0.30923,0.80996,0.000171202,0.000171202,0.000171202
181,674.38,0.49788,0.36891,0.84068,0.97864,0.99043,0.99406,0.90718,0.46293,0.31276,0.81815,0.000168874,0.000168874,0.000168874
182,678.236,0.47185,0.33696,0.84189,0.981,0.99477,0.99407,0.91206,0.45346,0.31027,0.82002,0.000166545,0.000166545,0.000166545
183,682.179,0.51126,0.36263,0.82775,0.98421,0.99672,0.99407,0.92326,0.43788,0.3145,0.81767,0.000164217,0.000164217,0.000164217
184,686.082,0.52212,0.3913,0.85847,0.98215,0.99642,0.99407,0.94426,0.45074,0.31214,0.81801,0.000161888,0.000161888,0.000161888
185,690.136,0.53349,0.36888,0.86972,0.98161,0.99149,0.99406,0.9273,0.44192,0.3147,0.81481,0.00015956,0.00015956,0.00015956
186,693.97,0.47816,0.35583,0.8317,0.98161,0.99222,0.99406,0.92815,0.43047,0.3071,0.81254,0.000157231,0.000157231,0.000157231
187,697.845,0.48645,0.3539,0.84884,0.98196,0.99188,0.99407,0.9207,0.43106,0.3051,0.81359,0.000154903,0.000154903,0.000154903
188,701.771,0.51724,0.3528,0.81431,0.9851,0.98982,0.99406,0.92345,0.41479,0.29585,0.80854,0.000152574,0.000152574,0.000152574
189,705.576,0.4921,0.33761,0.85487,0.98667,0.99246,0.99406,0.93606,0.37651,0.29192,0.80271,0.000150246,0.000150246,0.000150246
190,709.274,0.50408,0.34403,0.83517,0.98583,0.99481,0.99407,0.93794,0.38822,0.28883,0.80454,0.000147917,0.000147917,0.000147917
191,713.093,0.47219,0.35622,0.83081,0.98435,0.99666,0.99407,0.93363,0.41633,0.30198,0.80794,0.000145589,0.000145589,0.000145589
192,716.869,0.50198,0.35202,0.83957,0.983,0.99725,0.99409,0.93585,0.4008,0.30428,0.80572,0.00014326,0.00014326,0.00014326
193,720.755,0.45629,0.33421,0.83567,0.98284,0.99728,0.99409,0.94935,0.36725,0.29609,0.8011,0.000140932,0.000140932,0.000140932
194,724.703,0.51682,0.42263,0.83755,0.98263,0.99725,0.99409,0.95457,0.363,0.29017,0.79998,0.000138603,0.000138603,0.000138603
195,728.519,0.42221,0.31753,0.74568,0.98366,0.99718,0.99409,0.94487,0.37865,0.29242,0.80026,0.000136275,0.000136275,0.000136275
196,732.601,0.50566,0.36173,0.84479,0.98188,0.99723,0.99408,0.94483,0.37212,0.28472,0.79893,0.000133946,0.000133946,0.000133946
197,736.401,0.56862,0.37258,0.8902,0.98149,0.99732,0.99409,0.95104,0.36176,0.27951,0.79749,0.000131618,0.000131618,0.000131618
198,740.387,0.45071,0.32967,0.83782,0.98098,0.99737,0.99408,0.94855,0.3716,0.28242,0.79942,0.000129289,0.000129289,0.000129289
199,744.185,0.40087,0.45956,0.74129,0.98049,0.9974,0.99409,0.93921,0.38711,0.28391,0.80287,0.000126961,0.000126961,0.000126961
200,748.094,0.4401,0.3699,0.83165,0.98005,0.99718,0.99408,0.93017,0.39308,0.28632,0.80501,0.000124632,0.000124632,0.000124632
201,751.902,0.47832,0.34688,0.83751,0.98126,0.99538,0.99407,0.92825,0.39823,0.28803,0.80544,0.000122304,0.000122304,0.000122304
202,755.627,0.42104,0.32648,0.74177,0.98196,0.99447,0.99408,0.93313,0.40176,0.29074,0.80564,0.000119976,0.000119976,0.000119976
203,759.419,0.43606,0.3063,0.84093,0.98337,0.9941,0.99408,0.93944,0.389,0.28532,0.80381,0.000117647,0.000117647,0.000117647
204,763.27,0.42851,0.33822,0.82391,0.98528,0.99412,0.99409,0.93811,0.39335,0.27978,0.80356,0.000115319,0.000115319,0.000115319
205,767.147,0.47437,0.34688,0.8204,0.98483,0.99339,0.99409,0.93664,0.40221,0.28891,0.80543,0.00011299,0.00011299,0.00011299
206,770.939,0.46067,0.33789,0.83234,0.98503,0.99257,0.99409,0.94611,0.39405,0.28886,0.80453,0.000110662,0.000110662,0.000110662
207,774.673,0.39216,0.31235,0.73631,0.98447,0.99262,0.99409,0.94195,0.38069,0.27637,0.80211,0.000108333,0.000108333,0.000108333
208,778.437,0.47626,0.34669,0.85309,0.98454,0.99315,0.99409,0.93175,0.38474,0.28969,0.80279,0.000106005,0.000106005,0.000106005
209,782.227,0.50708,0.39131,0.87591,0.98496,0.9926,0.99409,0.9265,0.40246,0.29718,0.80534,0.000103676,0.000103676,0.000103676
210,785.994,0.45302,0.32895,0.84888,0.98544,0.99144,0.99409,0.92254,0.39707,0.2953,0.80454,0.000101348,0.000101348,0.000101348
211,789.703,0.44472,0.31852,0.818,0.98692,0.99259,0.99409,0.94334,0.37818,0.28679,0.80151,9.90192e-05,9.90192e-05,9.90192e-05
212,793.456,0.44455,0.32467,0.83017,0.98731,0.99446,0.99409,0.94277,0.37787,0.28484,0.8021,9.66907e-05,9.66907e-05,9.66907e-05
213,797.144,0.44612,0.32018,0.8474,0.98718,0.99248,0.99409,0.94146,0.38079,0.28563,0.80283,9.43622e-05,9.43622e-05,9.43622e-05
214,800.838,0.42959,0.30896,0.82492,0.98684,0.99016,0.99409,0.94327,0.36669,0.27911,0.8,9.20338e-05,9.20338e-05,9.20338e-05
215,804.601,0.47615,0.34697,0.83382,0.98633,0.98999,0.99409,0.93994,0.34844,0.27424,0.79609,8.97053e-05,8.97053e-05,8.97053e-05
216,808.453,0.43096,0.32998,0.78861,0.98613,0.99224,0.99409,0.93654,0.36674,0.27553,0.7972,8.73768e-05,8.73768e-05,8.73768e-05
217,812.347,0.47702,0.33614,0.83655,0.98618,0.99481,0.99409,0.92668,0.39703,0.28519,0.80201,8.50483e-05,8.50483e-05,8.50483e-05
218,816.177,0.4346,0.31276,0.83305,0.98573,0.997,0.99409,0.93602,0.39716,0.282,0.80259,8.27198e-05,8.27198e-05,8.27198e-05
219,819.978,0.44826,0.31871,0.82848,0.98556,0.99708,0.99409,0.94535,0.3746,0.27359,0.80077,8.03914e-05,8.03914e-05,8.03914e-05
220,823.557,0.45071,0.31088,0.81576,0.98555,0.99546,0.99409,0.95201,0.3506,0.26516,0.79755,7.80629e-05,7.80629e-05,7.80629e-05
221,827.406,0.4049,0.30311,0.81607,0.98579,0.99414,0.99409,0.94671,0.38289,0.27662,0.80342,7.57344e-05,7.57344e-05,7.57344e-05
222,831.137,0.44502,0.32676,0.83714,0.98648,0.99174,0.99409,0.93468,0.40451,0.27667,0.8064,7.34059e-05,7.34059e-05,7.34059e-05
223,835.001,0.40411,0.29633,0.82262,0.98683,0.9906,0.99409,0.93326,0.3871,0.27426,0.80197,7.10774e-05,7.10774e-05,7.10774e-05
224,838.683,0.35572,0.2825,0.72759,0.98664,0.9907,0.99409,0.94081,0.35076,0.26557,0.79647,6.8749e-05,6.8749e-05,6.8749e-05
225,842.421,0.39216,0.30385,0.83471,0.98652,0.99126,0.99409,0.93875,0.34427,0.26666,0.79595,6.64205e-05,6.64205e-05,6.64205e-05
226,846.124,0.36245,0.29962,0.72324,0.98646,0.99148,0.99409,0.94,0.35902,0.2717,0.79879,6.4092e-05,6.4092e-05,6.4092e-05
227,850.012,0.43878,0.31721,0.83176,0.98657,0.99057,0.99409,0.93294,0.38464,0.27986,0.80256,6.17635e-05,6.17635e-05,6.17635e-05
228,853.82,0.39262,0.29,0.80335,0.98711,0.98997,0.99409,0.94432,0.37051,0.2724,0.80087,5.9435e-05,5.9435e-05,5.9435e-05
229,857.853,0.42687,0.31433,0.82153,0.98718,0.9899,0.99409,0.95322,0.34771,0.26565,0.79753,5.71066e-05,5.71066e-05,5.71066e-05
230,861.822,0.39295,0.29116,0.81766,0.9865,0.98971,0.99409,0.95804,0.33269,0.26159,0.79452,5.47781e-05,5.47781e-05,5.47781e-05
231,865.586,0.43332,0.30622,0.83277,0.98577,0.98962,0.99409,0.95672,0.33507,0.26369,0.79464,5.24496e-05,5.24496e-05,5.24496e-05
232,869.428,0.40972,0.29776,0.8319,0.98581,0.9895,0.99409,0.94763,0.34939,0.26886,0.79632,5.01211e-05,5.01211e-05,5.01211e-05
233,873.165,0.38716,0.3053,0.83122,0.98633,0.9895,0.99409,0.95594,0.34012,0.26719,0.79472,4.77926e-05,4.77926e-05,4.77926e-05
234,877.069,0.38534,0.30146,0.81748,0.98679,0.98975,0.99409,0.95447,0.33548,0.26604,0.79349,4.54642e-05,4.54642e-05,4.54642e-05
235,880.877,0.40295,0.29263,0.82118,0.9873,0.99011,0.99409,0.9546,0.33055,0.26215,0.79287,4.31357e-05,4.31357e-05,4.31357e-05
236,884.651,0.46132,0.31481,0.85596,0.98666,0.99235,0.99409,0.96191,0.32023,0.25889,0.79037,4.08072e-05,4.08072e-05,4.08072e-05
237,888.42,0.44578,0.32574,0.84009,0.98582,0.99311,0.99409,0.96227,0.31897,0.25855,0.78938,3.84787e-05,3.84787e-05,3.84787e-05
238,892.203,0.38771,0.29382,0.84118,0.98515,0.99336,0.99409,0.95917,0.32836,0.26278,0.79011,3.61502e-05,3.61502e-05,3.61502e-05
239,895.98,0.38175,0.29918,0.81523,0.98469,0.99522,0.99409,0.95716,0.33248,0.26662,0.79075,3.38218e-05,3.38218e-05,3.38218e-05
240,899.762,0.38538,0.29604,0.80561,0.98399,0.99711,0.99409,0.95751,0.33553,0.2665,0.79077,3.14933e-05,3.14933e-05,3.14933e-05
241,937.062,0.46496,0.29814,0.8387,0.98385,0.99717,0.99409,0.96587,0.33604,0.26333,0.79182,2.91648e-05,2.91648e-05,2.91648e-05
242,940.774,0.41782,0.34707,0.81141,0.98385,0.99644,0.99409,0.95641,0.33482,0.2637,0.79192,2.68363e-05,2.68363e-05,2.68363e-05
243,944.321,0.41242,0.28036,0.78903,0.98405,0.99508,0.99409,0.95925,0.33417,0.26617,0.79226,2.45078e-05,2.45078e-05,2.45078e-05
244,948.261,0.33889,0.27557,0.80249,0.98448,0.99142,0.99409,0.95847,0.34034,0.26509,0.79218,2.21794e-05,2.21794e-05,2.21794e-05
245,952.069,0.40281,0.32416,0.81145,0.98452,0.99082,0.99386,0.95714,0.34408,0.26639,0.79309,1.98509e-05,1.98509e-05,1.98509e-05
246,955.652,0.36229,0.27621,0.81355,0.98467,0.99067,0.99386,0.94816,0.34821,0.2677,0.79378,1.75224e-05,1.75224e-05,1.75224e-05
247,959.428,0.35163,0.26262,0.80626,0.98503,0.99048,0.99409,0.94017,0.357,0.27133,0.79527,1.51939e-05,1.51939e-05,1.51939e-05
248,963.061,0.38341,0.27452,0.8034,0.9855,0.99002,0.9938,0.9487,0.36224,0.27076,0.79591,1.28654e-05,1.28654e-05,1.28654e-05
249,966.689,0.37254,0.26747,0.80372,0.98572,0.98981,0.99379,0.9457,0.36593,0.27177,0.79593,1.0537e-05,1.0537e-05,1.0537e-05
250,970.371,0.43657,0.30258,0.76854,0.98598,0.98974,0.99378,0.94381,0.36892,0.27508,0.79704,8.20848e-06,8.20848e-06,8.20848e-06
