epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
17,62.2471,1.3272,1.16823,1.14837,0.8251,0.80456,0.9362,0.61854,1.24402,0.88493,1.14173,0.000401722,0.000401722,0.000401722
18,65.8613,1.2067,1.32907,1.05741,0.83593,0.81416,0.87049,0.60304,1.22876,0.88073,1.13205,0.000390079,0.000390079,0.000390079
19,69.3967,1.27718,1.32279,1.13408,0.88103,0.81052,0.94724,0.63649,1.27575,0.86177,1.14859,0.000378437,0.000378437,0.000378437
20,72.9667,1.38804,1.26522,1.186,0.86921,0.78561,0.93313,0.65844,1.21663,0.89559,1.14188,0.000366794,0.000366794,0.000366794
21,76.4894,1.24639,1.12936,1.09543,0.87362,0.77937,0.93684,0.62634,1.21865,0.88539,1.13919,0.000355152,0.000355152,0.000355152
22,79.9883,1.20924,1.07747,1.08728,0.89724,0.80578,0.95439,0.62748,1.23987,0.82243,1.12548,0.00034351,0.00034351,0.00034351
23,83.4869,1.24269,1.07158,1.08477,0.74161,0.97572,0.96621,0.64199,1.17646,0.80914,1.09364,0.000331867,0.000331867,0.000331867
24,86.8331,1.22634,1.0145,1.0706,0.77274,0.95565,0.96909,0.63386,1.17389,0.80656,1.08895,0.000320225,0.000320225,0.000320225
25,90.278,1.20663,1.01381,1.08229,0.83109,0.96305,0.97897,0.66854,1.14758,0.74061,1.07376,0.000308582,0.000308582,0.000308582
26,93.6935,1.14743,0.96479,1.0285,0.84416,0.93149,0.97972,0.69758,1.10675,0.71178,1.05105,0.00029694,0.00029694,0.00029694
27,97.2883,1.09226,1.05329,1.05443,0.81752,0.94949,0.97819,0.71869,1.04015,0.70261,1.03219,0.000285298,0.000285298,0.000285298
28,100.953,1.11294,0.91093,1.04403,0.88129,0.95677,0.97952,0.72927,1.01788,0.67666,1.02626,0.000273655,0.000273655,0.000273655
29,104.532,1.06106,0.81824,1.04562,0.91566,0.93892,0.97979,0.70969,1.03447,0.66736,1.02868,0.000262013,0.000262013,0.000262013
30,107.999,1.052,0.85961,1.04506,0.91243,0.94624,0.98311,0.69266,1.05613,0.66144,1.0386,0.00025037,0.00025037,0.00025037
31,111.427,1.16717,0.88607,1.0642,0.90524,0.95774,0.98538,0.69283,1.07549,0.66228,1.04266,0.000238728,0.000238728,0.000238728
32,114.855,1.09676,0.82923,1.03671,0.92111,0.96944,0.98689,0.73969,1.03806,0.63601,1.01949,0.000227086,0.000227086,0.000227086
33,118.286,1.06399,0.81127,1.01671,0.93973,0.97022,0.99166,0.75322,0.96016,0.62824,0.98398,0.000215443,0.000215443,0.000215443
34,121.701,0.97143,0.80923,0.92708,0.91172,0.97176,0.99194,0.74303,1.02899,0.60597,1.0015,0.000203801,0.000203801,0.000203801
35,125.104,1.02045,0.80339,0.99923,0.91252,0.97003,0.9922,0.75808,0.95657,0.56927,0.97847,0.000192158,0.000192158,0.000192158
36,128.583,1.03694,0.79642,1.00067,0.95718,0.96727,0.99217,0.78469,0.92139,0.55151,0.96855,0.000180516,0.000180516,0.000180516
37,132.131,0.99672,0.82069,1.03655,0.95736,0.96782,0.9891,0.7558,0.97068,0.59958,0.97994,0.000168874,0.000168874,0.000168874
38,135.525,0.94636,0.7238,0.98861,0.95256,0.96626,0.98946,0.75661,0.94549,0.59509,0.97075,0.000157231,0.000157231,0.000157231
39,138.906,0.95199,0.73167,1.00276,0.95242,0.96158,0.98986,0.765,0.92907,0.59236,0.96116,0.000145589,0.000145589,0.000145589
40,142.236,0.95933,0.733,1.04197,0.95035,0.9528,0.99175,0.78643,0.91388,0.5586,0.95755,0.000133946,0.000133946,0.000133946
41,168.264,0.88043,0.71757,0.96016,0.95194,0.96533,0.9918,0.7791,0.90296,0.54405,0.95426,0.000122304,0.000122304,0.000122304
42,171.64,0.89384,0.82925,0.94165,0.95369,0.97183,0.99069,0.77621,0.9233,0.5493,0.96081,0.000110662,0.000110662,0.000110662
43,174.998,0.93052,0.81882,0.95754,0.95094,0.97903,0.99161,0.78063,0.88901,0.54692,0.94766,9.90192e-05,9.90192e-05,9.90192e-05
44,178.386,0.85541,0.67272,0.95407,0.95097,0.97615,0.9927,0.79636,0.87758,0.54231,0.94259,8.73768e-05,8.73768e-05,8.73768e-05
45,181.975,0.89371,0.65643,0.93201,0.94892,0.97337,0.99208,0.80419,0.86416,0.55233,0.9378,7.57344e-05,7.57344e-05,7.57344e-05
46,185.447,0.81348,0.70153,0.89638,0.94751,0.9762,0.99205,0.80559,0.86741,0.55067,0.93815,6.4092e-05,6.4092e-05,6.4092e-05
47,188.868,0.82512,0.66277,0.93566,0.94924,0.97698,0.99329,0.81112,0.86889,0.54679,0.93985,5.24496e-05,5.24496e-05,5.24496e-05
48,192.334,0.81602,0.62896,0.95817,0.95014,0.97465,0.99325,0.80759,0.85727,0.54398,0.93607,4.08072e-05,4.08072e-05,4.08072e-05
49,195.709,0.77336,0.59827,0.89926,0.95351,0.97327,0.99276,0.81093,0.83981,0.54067,0.93126,2.91648e-05,2.91648e-05,2.91648e-05
50,199.054,0.81903,0.64284,0.91108,0.95143,0.97699,0.99273,0.81225,0.83071,0.53818,0.92851,1.75224e-05,1.75224e-05,1.75224e-05
